,start,stop,strand,gene_name,length,operon,cog
b3421,3556852,3558079,-,rtcB,1227,rtcBA,Function unknown
b3422,3558267,3559866,+,rtcR,1599,rtcR,Transcription
b3423_2,3559847,3560453,-,glpR_2,606,glpEGR,Transcription
b3423_1,3560455,3560605,-,glpR_1,150,glpEGR,Transcription
b3424,3560621,3561452,-,glpG,831,glpEGR,Function unknown
b3425,3561496,3561823,-,glpE,327,glpEGR,Inorganic ion transport and metabolism
b3426,3562012,3563518,+,glpD,1506,glpD,Energy production and conversion
b3427,3563786,3564005,-,yzgL,219,yzgL,No COG Annotation
b3428,3564133,3566581,-,glgP,2448,glgBXCAP,Carbohydrate transport and metabolism
b3429,3566599,3568033,-,glgA,1434,glgBXCAP,Carbohydrate transport and metabolism
b3430,3568032,3569328,-,glgC,1296,glgBXCAP,Carbohydrate transport and metabolism
b3431,3569345,3571319,-,glgX,1974,glgBXCAP,Carbohydrate transport and metabolism
b3432,3571315,3573502,-,glgB,2187,glgBXCAP,Carbohydrate transport and metabolism
b3433,3573774,3574878,-,asd,1104,asd,Amino acid transport and metabolism
b3434,3575070,3575664,+,yhgN,594,yhgN,"Intracellular trafficking, secretion, and vesicular transport"
b4476,3575720,3577061,-,gntU,1341,gntRKU,Amino acid transport and metabolism
b3437,3577064,3577592,-,gntK,528,gntRKU,Carbohydrate transport and metabolism
b3438,3577730,3578726,-,gntR,996,gntRKU,Transcription
b3439,3578949,3579645,-,yhhW,696,yhhW,Function unknown
b3440,3579767,3580805,-,yhhX,1038,yhhX,Function unknown
b3441,3581137,3581626,+,yhhY,489,yhhY,Transcription
b3442,3581862,3583041,+,yhhZ,1179,yhhZ-yrhA-insA-6AB-6B-6,Function unknown
b3443_1,3583037,3583418,+,yrhA_1,381,yhhZ-yrhA-insA-6AB-6B-6,No COG Annotation
b3444,3583482,3583758,+,insA,276,yhhZ-yrhA-insA-6AB-6B-6,"Replication, recombination and repair"
b3445,3583676,3584180,+,insB1,504,yhhZ-yrhA-insA-6AB-6B-6,"Replication, recombination and repair"
b3443_2,3584195,3584309,+,yrhA_2,114,yhhZ-yrhA-insA-6AB-6B-6,No COG Annotation
b3446,3584758,3585043,+,yrhB,285,yrhB,Function unknown
b3447,3585080,3586823,-,ggt,1743,ggt,Amino acid transport and metabolism
b3448,3586942,3587383,+,yhhA,441,yhhA,Function unknown
b3449,3587369,3588113,-,ugpQ,744,ugpBAECQ,Energy production and conversion
b3450,3588109,3589180,-,ugpC,1071,ugpBAECQ,Carbohydrate transport and metabolism
b3451,3589181,3590027,-,ugpE,846,ugpBAECQ,Carbohydrate transport and metabolism
b3452,3590023,3590911,-,ugpA,888,ugpBAECQ,Inorganic ion transport and metabolism
b3453,3591008,3592325,-,ugpB,1317,ugpBAECQ,Carbohydrate transport and metabolism
b3454,3592723,3593437,-,livF,714,livKHMGF,Amino acid transport and metabolism
b3455,3593438,3594206,-,livG,768,livKHMGF,Amino acid transport and metabolism
b3456,3594202,3595480,-,livM,1278,livKHMGF,Amino acid transport and metabolism
b3457,3595476,3596403,-,livH,927,livKHMGF,Amino acid transport and metabolism
b3458,3596450,3597560,-,livK,1110,livKHMGF,Amino acid transport and metabolism
b3459,3597983,3598367,+,panM,384,panZ,Function unknown
b3460,3598554,3599658,-,livJ,1104,livJ,Amino acid transport and metabolism
b3461,3599928,3600783,-,rpoH,855,rpoH,Transcription
b3462,3601027,3602086,-,ftsX,1059,ftsYEX,"Cell cycle control, cell division, chromosome partitioning"
b3463,3602078,3602747,-,ftsE,669,ftsYEX,"Cell cycle control, cell division, chromosome partitioning"
b3464,3602749,3604243,-,ftsY,1494,ftsYEX,"Intracellular trafficking, secretion, and vesicular transport"
b3465,3604392,3604989,+,rsmD,597,rsmD-yhhL,"Replication, recombination and repair"
b3466,3604978,3605248,+,yhhL,270,rsmD-yhhL,Function unknown
b3467,3605250,3605610,-,yhhM,360,yhhM,No COG Annotation
b3468,3605750,3606377,+,yhhN,627,yhhN,Function unknown
b3469,3606450,3608649,+,zntA,2199,zntA,Inorganic ion transport and metabolism
b3470,3608750,3608996,-,tusA,246,tusA,"Posttranslational modification, protein turnover, chaperones"
b3471,3609216,3609882,+,yhhQ,666,yhhQ,Function unknown
b3472,3609954,3610512,+,dcrB,558,dcrB,Function unknown
b3473,3610515,3611733,-,yhhS,1218,yhhS,Carbohydrate transport and metabolism
b3474,3611864,3612914,+,yhhT,1050,yhhT,Function unknown
b3475,3612968,3613556,+,acpT,588,acpT,Coenzyme transport and metabolism
b3476,3613666,3615241,+,nikA,1575,nikABCDER,Amino acid transport and metabolism
b3477,3615240,3616185,+,nikB,945,nikABCDER,Inorganic ion transport and metabolism
b3478,3616181,3617015,+,nikC,834,nikABCDER,Inorganic ion transport and metabolism
b3479,3617014,3617779,+,nikD,765,nikABCDER,Amino acid transport and metabolism
b3480,3617775,3618582,+,nikE,807,nikABCDER,Amino acid transport and metabolism
b3481,3618587,3618989,+,nikR,402,nikABCDER,Transcription
b3482,3619191,3623427,+,rhsB,4236,rhsB,Cell wall/membrane/envelope biogenesis
b3483,3623398,3623782,+,yhhH,384,yhhH,No COG Annotation
b4552,3623886,3624237,+,yrhC,351,yrhC,No COG Annotation
b3484,3624377,3625514,+,yhhI,1137,yhhI,"Replication, recombination and repair"
b3485,3625678,3626803,-,yhhJ,1125,yhiI-rbbA-yhhJ,Defense mechanisms
b3486,3626802,3629538,-,rbbA,2736,yhiI-rbbA-yhhJ,Defense mechanisms
b3487,3629534,3630602,-,yhiI,1068,yhiI-rbbA-yhhJ,"Intracellular trafficking, secretion, and vesicular transport"
b3488,3630967,3632590,-,yhiJ,1623,yhiJ,No COG Annotation
b4660_2,3632851,3633265,-,yhiL_2,414,yhiK,No COG Annotation
b4660_1,3633264,3634458,-,yhiL_1,1194,yhiK,No COG Annotation
b3491,3634840,3635893,+,yhiM,1053,yhiM,Function unknown
b3492,3636207,3637410,-,yhiN,1203,yhiN,Function unknown
b3493,3637641,3639141,+,pitA,1500,pitA,Inorganic ion transport and metabolism
b3494,3639384,3639720,-,uspB,336,uspB,Function unknown
b3495,3640110,3640545,+,uspA,435,uspA,Signal transduction mechanisms
b3496,3640861,3642331,+,dtpB,1470,dtpB,Amino acid transport and metabolism
b3497,3642379,3643132,-,rsmJ,753,prlC-rsmJ,Cell wall/membrane/envelope biogenesis
b3498,3643139,3645182,-,prlC,2043,prlC-rsmJ,Amino acid transport and metabolism
b3499,3645384,3646227,+,rlmJ,843,rlmJ,Function unknown
b3500,3646298,3647651,+,gor,1353,gor,Energy production and conversion
b4613,3647704,3647788,-,dinQ,84,dinQ,No COG Annotation
b3501,3648527,3648881,+,arsR,354,arsRBC,Transcription
b3502,3648934,3650224,+,arsB,1290,arsRBC,Inorganic ion transport and metabolism
b3503,3650236,3650662,+,arsC,426,arsRBC,Inorganic ion transport and metabolism
b3504_1,3651290,3652031,+,yhiS_1,741,yhiS_1,No COG Annotation
b3505,3652181,3653198,-,insH1,1017,insH-11,"Replication, recombination and repair"
b3504_2,3653230,3653713,+,yhiS_2,483,yhiS_1,No COG Annotation
b3506,3653960,3654527,+,slp,567,slp-dctR,Cell wall/membrane/envelope biogenesis
b3507,3654682,3655213,+,dctR,531,slp-dctR,Transcription
b3508,3655254,3655902,-,yhiD,648,hdeAB-yhiD,Function unknown
b3509,3655965,3656292,-,hdeB,327,hdeAB-yhiD,Function unknown
b3510,3656407,3656740,-,hdeA,333,hdeAB-yhiD,"Posttranslational modification, protein turnover, chaperones"
b3511,3656994,3657567,+,hdeD,573,hdeD,Function unknown
b3512,3658365,3658893,+,gadE,528,gadEF-mdtEF,Transcription
b3513,3659231,3660389,+,mdtE,1158,gadEF-mdtEF,Defense mechanisms
b3514,3660413,3663527,+,mdtF,3114,gadEF-mdtEF,Inorganic ion transport and metabolism
b3515,3663889,3664618,-,gadW,729,gadAXW,No COG Annotation
b3516,3664985,3665810,-,gadX,825,gadAXW,Transcription
b3517,3666179,3667580,-,gadA,1401,gadAXW,Amino acid transport and metabolism
b3518,3667790,3669188,-,yhjA,1398,ccp,Inorganic ion transport and metabolism
b3519,3669591,3671241,+,treF,1650,treF,Carbohydrate transport and metabolism
b3520,3671291,3671894,-,yhjB,603,yhjB,Transcription
b3521,3672413,3673313,+,yhjC,900,yhjC,Transcription
b3522,3673361,3674375,+,yhjD,1014,yhjD,Function unknown
b3523,3674785,3676108,+,yhjE,1323,yhjE,Carbohydrate transport and metabolism
b3524,3676289,3678350,-,yhjG,2061,yhjG,Cell wall/membrane/envelope biogenesis
b3525,3678419,3679187,-,yhjH,768,pdeH,Signal transduction mechanisms
b3526,3679418,3680348,+,kdgK,930,kdgK,Carbohydrate transport and metabolism
b3527,3680443,3681940,-,yhjJ,1497,yhjJ,"Posttranslational modification, protein turnover, chaperones"
b3528,3682160,3683447,-,dctA,1287,dctA,Energy production and conversion
b3529,3683629,3685618,-,yhjK,1989,pdeK,Signal transduction mechanisms
b3530,3685699,3689173,-,bcsC,3474,bcsABZC,Function unknown
b3531,3689154,3690261,-,bcsZ,1107,bcsABZC,Carbohydrate transport and metabolism
b3532,3690267,3692607,-,bcsB,2340,bcsABZC,Cell wall/membrane/envelope biogenesis
b3533,3692617,3695236,-,bcsA,2619,bcsABZC,Cell wall/membrane/envelope biogenesis
b3534,3695232,3695985,-,bcsQ,753,bcsQ,No COG Annotation
b3535,3695996,3696185,-,yhjR,189,yhjR,Function unknown
b3536,3696457,3698029,+,bcsE,1572,bcsEFG,Function unknown
b3537,3698025,3698217,+,bcsF,192,bcsEFG,Cell wall/membrane/envelope biogenesis
b3538,3698213,3699893,+,bcsG,1680,bcsEFG,Function unknown
b4453,3699979,3700087,-,ldrD,108,ldrD,No COG Annotation
b3539,3700562,3701834,+,yhjV,1272,yhjV,Amino acid transport and metabolism
b3540,3701863,3702868,-,dppF,1005,dppABCDF,Amino acid transport and metabolism
b3541,3702864,3703848,-,dppD,984,dppABCDF,Amino acid transport and metabolism
b3542,3703858,3704761,-,dppC,903,dppABCDF,Inorganic ion transport and metabolism
b3543,3704770,3705790,-,dppB,1020,dppABCDF,Inorganic ion transport and metabolism
b3544,3706097,3707705,-,dppA,1608,dppABCDF,Amino acid transport and metabolism
b3546,3708783,3710475,-,eptB,1692,eptB,Function unknown
b3547,3710798,3712007,-,yhjX,1209,yhjX,No COG Annotation
b3548,3712235,3712934,-,yhjY,699,yhjY,Cell motility
b3549,3713091,3713655,+,tag,564,tag-yiaC,"Replication, recombination and repair"
b3550,3713651,3714092,+,yiaC,441,tag-yiaC,Transcription
b3551,3714060,3716394,-,bisC,2334,bisC,Energy production and conversion
b3552,3716546,3717206,+,yiaD,660,yiaD,Cell wall/membrane/envelope biogenesis
b3553,3717309,3718284,+,ghrB,975,ghrB,Energy production and conversion
b3554,3718333,3719044,-,yiaF,711,yiaF,Function unknown
b3555,3719477,3719768,+,yiaG,291,yiaG,Transcription
b3556,3720048,3720261,+,cspA,213,cspA,Transcription
b4647,3720447,3720632,-,mokA,185,mokA,No COG Annotation
b4455,3720447,3720600,-,hokA,153,hokA,Function unknown
b3557,3720679,3721201,+,insJ,522,insJ,"Replication, recombination and repair"
b3558,3721197,3722049,+,insK,852,insK,"Replication, recombination and repair"
b3559,3722327,3724397,-,glyS,2070,glyQS,"Translation, ribosomal structure and biogenesis"
b3560,3724406,3725318,-,glyQ,912,glyQS,"Translation, ribosomal structure and biogenesis"
b4553,3725412,3725712,-,ysaB,300,ysaB,Function unknown
b3561,3725886,3726882,+,wecH,996,wecH,Function unknown
b3562,3726923,3727361,-,yiaA,438,yiaA,Function unknown
b3563,3727406,3727748,-,yiaB,342,yiaB,Function unknown
b3564,3727916,3729371,-,xylB,1455,xylAB,Carbohydrate transport and metabolism
b3565,3729442,3730765,-,xylA,1323,xylAB,Carbohydrate transport and metabolism
b3566,3731130,3732123,+,xylF,993,xylFGHR,Carbohydrate transport and metabolism
b3567,3732200,3733742,+,xylG,1542,xylFGHR,Inorganic ion transport and metabolism
b3568,3733719,3734901,+,xylH,1182,xylFGHR,Carbohydrate transport and metabolism
b3569,3734978,3736157,+,xylR,1179,xylFGHR,Transcription
b3570,3736352,3737177,-,bax,825,bax,Function unknown
b3571,3737496,3739527,+,malS,2031,malS,Carbohydrate transport and metabolism
b3572,3739704,3740958,+,avtA,1254,avtA,Amino acid transport and metabolism
b3573,3741108,3741582,-,ysaA,474,ysaA,Energy production and conversion
b3574,3741683,3742532,-,yiaJ,849,yiaJ,Transcription
b3575,3742732,3743731,+,yiaK,999,yiaKLMNO-lyxK-sgbHUE,Energy production and conversion
b3576,3743742,3744210,+,yiaL,468,yiaKLMNO-lyxK-sgbHUE,Carbohydrate transport and metabolism
b3577,3744327,3744801,+,yiaM,474,yiaKLMNO-lyxK-sgbHUE,Carbohydrate transport and metabolism
b3578,3744803,3746081,+,yiaN,1278,yiaKLMNO-lyxK-sgbHUE,Carbohydrate transport and metabolism
b3579,3746093,3747080,+,yiaO,987,yiaKLMNO-lyxK-sgbHUE,Carbohydrate transport and metabolism
b3580,3747083,3748580,+,lyxK,1497,yiaKLMNO-lyxK-sgbHUE,Carbohydrate transport and metabolism
b3581,3748576,3749239,+,sgbH,663,yiaKLMNO-lyxK-sgbHUE,Carbohydrate transport and metabolism
b3582,3749231,3750092,+,sgbU,861,yiaKLMNO-lyxK-sgbHUE,Carbohydrate transport and metabolism
b3583,3750085,3750781,+,sgbE,696,yiaKLMNO-lyxK-sgbHUE,Carbohydrate transport and metabolism
b4648,3750812,3750914,-,ysaC,102,ysaC,No COG Annotation
b4649,3750917,3751109,+,ysaD,192,ysaD,No COG Annotation
b3584,3751127,3751868,-,yiaT,741,yiaT,Cell wall/membrane/envelope biogenesis
b3585,3751991,3752966,+,yiaU,975,yiaU,Transcription
b3586,3752962,3754099,-,yiaV,1137,yiaWV,Defense mechanisms
b3587,3754104,3754428,-,yiaW,324,yiaWV,Function unknown
b3588,3754972,3756511,-,aldB,1539,aldB,Energy production and conversion
b3589,3756675,3757827,-,yiaY,1152,yiaY,Energy production and conversion
b3590,3758016,3759861,-,selB,1845,selAB,"Translation, ribosomal structure and biogenesis"
b3591,3759857,3761249,-,selA,1392,selAB,Amino acid transport and metabolism
b3592,3761346,3761955,-,yibF,609,yibF,"Posttranslational modification, protein turnover, chaperones"
b3593,3762182,3766316,+,rhsA,4134,rhsA-yibA,Cell wall/membrane/envelope biogenesis
b3594,3766336,3767179,+,yibA,843,rhsA-yibA,Function unknown
b3595,3767220,3768165,+,rhsJ,945,yibJ,No COG Annotation
b3596,3768176,3768638,+,yibG,462,yibG,No COG Annotation
b4650,3768638,3768890,+,yibS,252,yibS,No COG Annotation
b4651_1,3768891,3768975,+,yibW_1,84,yibW_1,No COG Annotation
b4651_2,3768974,3769256,+,yibW_2,282,yibW_2,No COG Annotation
b4615_1,3769344,3769671,+,yibV_1,327,yibV_1,No COG Annotation
b4615_2,3769672,3769783,+,yibV_2,111,yibV_2,No COG Annotation
b4652_1,3769947,3770034,+,yibU_1,87,yibU_1,No COG Annotation
b4652_2,3770032,3770146,+,yibU_2,114,yibU_2,No COG Annotation
b3597,3770242,3771379,-,yibH,1137,yibIH,Defense mechanisms
b3598,3771381,3771744,-,yibI,363,yibIH,Function unknown
b3599,3772280,3774194,+,mtlA,1914,mtlADR,Carbohydrate transport and metabolism
b3600,3774423,3775572,+,mtlD,1149,mtlADR,Carbohydrate transport and metabolism
b3601,3775571,3776159,+,mtlR,588,mtlADR,Transcription
b4554,3776170,3776380,-,yibT,210,yibT,Function unknown
b3602,3776664,3777027,+,yibL,363,yibL,Function unknown
b3603,3777398,3779054,+,lldP,1656,lldPRD,Energy production and conversion
b3604,3779053,3779830,+,lldR,777,lldPRD,Transcription
b3605,3779826,3781017,+,lldD,1191,lldPRD,Energy production and conversion
b3606,3781214,3781688,+,trmL,474,trmL,"Translation, ribosomal structure and biogenesis"
b3607,3781740,3782562,-,cysE,822,cysE,Amino acid transport and metabolism
b3608,3782641,3783661,-,gpsA,1020,yibN-grxC-secB-gpsA,Energy production and conversion
b3609,3783660,3784128,-,secB,468,yibN-grxC-secB-gpsA,"Intracellular trafficking, secretion, and vesicular transport"
b3610,3784190,3784442,-,grxC,252,yibN-grxC-secB-gpsA,"Posttranslational modification, protein turnover, chaperones"
b3611,3784583,3785015,-,yibN,432,yibN-grxC-secB-gpsA,Inorganic ion transport and metabolism
b3612,3785259,3786804,+,gpmM,1545,gpmM-envC-yibQ,Carbohydrate transport and metabolism
b3613,3786837,3788097,+,envC,1260,gpmM-envC-yibQ,"Cell cycle control, cell division, chromosome partitioning"
b3614,3788100,3789060,+,yibQ,960,gpmM-envC-yibQ,Function unknown
b3615,3789046,3790081,-,waaH,1035,waaH,Cell wall/membrane/envelope biogenesis
b3616,3790319,3791345,-,tdh,1026,kbl-tdh,Amino acid transport and metabolism
b3617,3791354,3792551,-,kbl,1197,kbl-tdh,Coenzyme transport and metabolism
b3618,3792825,3793683,-,yibB,858,htrL,Function unknown
b3619,3793986,3794919,+,hldD,933,rfaD-waaFCL,Cell wall/membrane/envelope biogenesis
b3620,3794928,3795975,+,waaF,1047,rfaD-waaFCL,Cell wall/membrane/envelope biogenesis
b3621,3795978,3796938,+,waaC,960,rfaD-waaFCL,Cell wall/membrane/envelope biogenesis
b3622,3796947,3798207,+,waaL,1260,rfaD-waaFCL,Function unknown
b3623,3798238,3799312,-,waaU,1074,rirA-waaQGPSBOJYZU,Cell wall/membrane/envelope biogenesis
b3624,3799344,3800196,-,waaZ,852,rirA-waaQGPSBOJYZU,Cell wall/membrane/envelope biogenesis
b3625,3800266,3800965,-,waaY,699,rirA-waaQGPSBOJYZU,Cell wall/membrane/envelope biogenesis
b3626,3800982,3801999,-,waaR,1017,rirA-waaQGPSBOJYZU,Cell wall/membrane/envelope biogenesis
b3627,3802038,3803058,-,waaO,1020,rirA-waaQGPSBOJYZU,Cell wall/membrane/envelope biogenesis
b3628,3803057,3804137,-,waaB,1080,rirA-waaQGPSBOJYZU,Cell wall/membrane/envelope biogenesis
b3629,3804180,3805116,-,waaS,936,rirA-waaQGPSBOJYZU,Function unknown
b3630,3805152,3805950,-,waaP,798,rirA-waaQGPSBOJYZU,Cell wall/membrane/envelope biogenesis
b3631,3805942,3807067,-,waaG,1125,rirA-waaQGPSBOJYZU,Cell wall/membrane/envelope biogenesis
b3632,3807063,3808098,-,waaQ,1035,rirA-waaQGPSBOJYZU,Cell wall/membrane/envelope biogenesis
b3633,3808539,3809817,+,waaA,1278,waaA-coaD,Cell wall/membrane/envelope biogenesis
b3634,3809824,3810304,+,coaD,480,waaA-coaD,Coenzyme transport and metabolism
b3635,3810342,3811152,-,mutM,810,yicR-rpmBG-mutM,"Replication, recombination and repair"
b3636,3811249,3811417,-,rpmG,168,yicR-rpmBG-mutM,"Translation, ribosomal structure and biogenesis"
b3637,3811437,3811674,-,rpmB,237,yicR-rpmBG-mutM,"Translation, ribosomal structure and biogenesis"
b3638,3811890,3812559,-,yicR,669,yicR-rpmBG-mutM,"Replication, recombination and repair"
b3639,3812730,3813951,+,dfp,1221,dfp,Coenzyme transport and metabolism
b3640,3813931,3814387,+,dut,456,dut-slmA,Nucleotide transport and metabolism
b3641,3814493,3815090,+,slmA,597,dut-slmA,"Cell cycle control, cell division, chromosome partitioning"
b3642,3815126,3815768,-,pyrE,642,rph-pyrE,Nucleotide transport and metabolism
b3643_2,3815833,3815881,-,rph_2,48,rph-pyrE,"Translation, ribosomal structure and biogenesis"
b3643_1,3815880,3816549,-,rph_1,669,rph-pyrE,"Translation, ribosomal structure and biogenesis"
b3644,3816675,3817539,+,yicC,864,yicC,Function unknown
b3645,3817759,3818584,+,dinD,825,dinD,Function unknown
b3646,3818873,3819491,+,yicG,618,yicG,Function unknown
b3647,3819487,3821170,-,ligB,1683,ligB,"Replication, recombination and repair"
b3648,3821427,3822051,+,gmk,624,gmk,Nucleotide transport and metabolism
b3649,3822105,3822381,+,rpoZ,276,rpoZ-spoT-trmH-recG,Transcription
b3650,3822399,3824508,+,spoT,2109,rpoZ-spoT-trmH-recG,Transcription
b3651,3824514,3825204,+,trmH,690,rpoZ-spoT-trmH-recG,"Translation, ribosomal structure and biogenesis"
b3652,3825209,3827291,+,recG,2082,rpoZ-spoT-trmH-recG,"Replication, recombination and repair"
b3653,3827459,3828665,-,gltS,1206,gltS,Amino acid transport and metabolism
b3654,3828944,3830336,+,xanP,1392,xanP,Nucleotide transport and metabolism
b3655,3830456,3832166,+,yicH,1710,yicH,Function unknown
b3656,3832218,3834537,-,yicI,2319,yicJI,Carbohydrate transport and metabolism
b3657,3834546,3835929,-,yicJ,1383,yicJI,Carbohydrate transport and metabolism
b4653,3836424,3836556,+,yicT,132,yicT,No COG Annotation
b3659,3836952,3838137,+,setC,1185,setC,Carbohydrate transport and metabolism
b3660,3838247,3839171,+,yicL,924,yicL,Amino acid transport and metabolism
b3661,3839174,3839993,-,nlpA,819,nlpA,Inorganic ion transport and metabolism
b4555,3840214,3840508,+,yicS,294,yicS,Function unknown
b3662,3840548,3841739,-,nepI,1191,nepI,Carbohydrate transport and metabolism
b3663,3841949,3842402,-,yicN,453,yicN,Function unknown
b3664,3842454,3843789,-,adeQ,1335,adeQ,Function unknown
b3665,3843963,3845730,+,adeD,1767,adeD,Nucleotide transport and metabolism
b3666,3845775,3847167,-,uhpT,1392,uhpT,Carbohydrate transport and metabolism
b3667,3847304,3848624,-,uhpC,1320,ivbL-ilvBN-uhpABC,Carbohydrate transport and metabolism
b3668,3848633,3850136,-,uhpB,1503,ivbL-ilvBN-uhpABC,Signal transduction mechanisms
b3669,3850135,3850726,-,uhpA,591,ivbL-ilvBN-uhpABC,Signal transduction mechanisms
b3670,3850801,3851092,-,ilvN,291,ivbL-ilvBN-uhpABC,Amino acid transport and metabolism
b3671,3851095,3852784,-,ilvB,1689,ivbL-ilvBN-uhpABC,Amino acid transport and metabolism
b3672,3852889,3852988,-,ivbL,99,ivbL-ilvBN-uhpABC,No COG Annotation
b4618,3853552,3853642,+,tisB,90,tisB,No COG Annotation
b3673,3853921,3855106,+,emrD,1185,emrD,Inorganic ion transport and metabolism
b3674,3855113,3855611,-,yidF,498,yidHGF,Function unknown
b3675,3855607,3855970,-,yidG,363,yidHGF,Function unknown
b3676,3855959,3856307,-,yidH,348,yidHGF,Function unknown
b3677,3856414,3856864,+,yidI,450,yidI,Function unknown
b3678,3856910,3858404,-,yidJ,1494,yidKJ,Inorganic ion transport and metabolism
b3679,3858400,3860116,-,yidK,1716,yidKJ,Function unknown
b3680,3860282,3861176,+,yidL,894,yidL,Transcription
b4556,3861172,3861987,-,glvG,815,glvCBG-ysdC,No COG Annotation
b3683,3861986,3863603,-,glvC,1617,glvCBG-ysdC,No COG Annotation
b3684,3863898,3864615,+,yidP,717,yidP,Transcription
b3685,3864611,3866273,-,yidE,1662,yidE,Inorganic ion transport and metabolism
b3686,3866468,3866897,-,ibpB,429,ibpAB,"Posttranslational modification, protein turnover, chaperones"
b3687,3867008,3867422,-,ibpA,414,ibpAB,"Posttranslational modification, protein turnover, chaperones"
b3688,3867727,3868060,+,yidQ,333,yidQ,Function unknown
b3689,3868061,3869309,-,yidR,1248,yidR,Function unknown
b3690,3869376,3870441,+,cbrA,1065,cbrA,Energy production and conversion
b3691,3870437,3871730,-,dgoT,1293,dgoRKADT,Carbohydrate transport and metabolism
b4478,3871849,3872998,-,dgoD,1149,dgoRKADT,Cell wall/membrane/envelope biogenesis
b4477,3872994,3873612,-,dgoA,618,dgoRKADT,Carbohydrate transport and metabolism
b3693,3873595,3874474,-,dgoK,879,dgoRKADT,Carbohydrate transport and metabolism
b4479,3874470,3875160,-,dgoR,690,dgoRKADT,Transcription
b3696,3875437,3876094,+,yidX,657,yidX,Function unknown
b3697,3876139,3876952,-,yidA,813,yidA,Function unknown
b3698,3877066,3877465,-,yidB,399,yidB,Function unknown
b3699,3877704,3880119,-,gyrB,2415,gyrB,"Replication, recombination and repair"
b3700,3880147,3881221,-,recF,1074,dnaAN-recF,"Replication, recombination and repair"
b3701,3881220,3882321,-,dnaN,1101,dnaAN-recF,"Replication, recombination and repair"
b3702,3882325,3883729,-,dnaA,1404,dnaAN-recF,"Replication, recombination and repair"
b3703,3884335,3884476,+,rpmH,141,rpmH-rnpA,"Translation, ribosomal structure and biogenesis"
b3704,3884492,3884852,+,rnpA,360,rpmH-rnpA,"Translation, ribosomal structure and biogenesis"
b4557,3884815,3885073,+,yidD,258,yidD,Function unknown
b3705,3885075,3886722,+,yidC,1647,yidC,"Intracellular trafficking, secretion, and vesicular transport"
b3706,3886827,3888192,+,mnmE,1365,mnmE,Function unknown
b3707,3888434,3888509,+,tnaC,75,tnaCAB,No COG Annotation
b3708,3888729,3890145,+,tnaA,1416,tnaCAB,Amino acid transport and metabolism
b3709,3890235,3891483,+,tnaB,1248,tnaCAB,Amino acid transport and metabolism
b3710,3891614,3892790,+,mdtL,1176,mdtL,Defense mechanisms
b3711,3892764,3893724,+,yidZ,960,yidZ,Transcription
b3712,3893880,3894630,+,yieE,750,yieEF,Coenzyme transport and metabolism
b3713,3894651,3895218,+,chrR,567,yieEF,Function unknown
b3714,3895271,3896609,-,adeP,1338,adeP,Function unknown
b3715,3896773,3897439,+,yieH,666,yieH,Function unknown
b3716,3897505,3897973,+,cbrB,468,cbrBC,Function unknown
b3717,3898021,3898609,+,cbrC,588,cbrBC,Function unknown
b3718,3898670,3899393,-,yieK,723,bglH-yieLK,Carbohydrate transport and metabolism
b3719,3899407,3900577,-,yieL,1170,bglH-yieLK,Inorganic ion transport and metabolism
b3720,3900603,3902220,-,bglH,1617,bglH-yieLK,Carbohydrate transport and metabolism
b3721,3902288,3903701,-,bglB,1413,bglGFB,Carbohydrate transport and metabolism
b3722,3903719,3905597,-,bglF,1878,bglGFB,Carbohydrate transport and metabolism
b3723,3905730,3906567,-,bglG,837,bglGFB,Transcription
b3724,3906852,3907578,-,phoU,726,pstSCAB-phoU,Inorganic ion transport and metabolism
b3725,3907592,3908366,-,pstB,774,pstSCAB-phoU,Inorganic ion transport and metabolism
b3726,3908548,3909439,-,pstA,891,pstSCAB-phoU,Inorganic ion transport and metabolism
b3727,3909438,3910398,-,pstC,960,pstSCAB-phoU,Inorganic ion transport and metabolism
b3728,3910484,3911525,-,pstS,1041,pstSCAB-phoU,Inorganic ion transport and metabolism
b3729,3911838,3913668,-,glmS,1830,glmUS,Cell wall/membrane/envelope biogenesis
b3730,3913829,3915200,-,glmU,1371,glmUS,Cell wall/membrane/envelope biogenesis
b3731,3915552,3915972,-,atpC,420,atpIBEFHAGDC,Energy production and conversion
b3732,3915992,3917375,-,atpD,1383,atpIBEFHAGDC,Energy production and conversion
b3733,3917401,3918265,-,atpG,864,atpIBEFHAGDC,Energy production and conversion
b3734,3918315,3919857,-,atpA,1542,atpIBEFHAGDC,Energy production and conversion
b3735,3919869,3920403,-,atpH,534,atpIBEFHAGDC,Energy production and conversion
b3736,3920417,3920888,-,atpF,471,atpIBEFHAGDC,Energy production and conversion
b3737,3920949,3921189,-,atpE,240,atpIBEFHAGDC,Energy production and conversion
b3738,3921235,3922051,-,atpB,816,atpIBEFHAGDC,Energy production and conversion
b3739,3922059,3922440,-,atpI,381,atpIBEFHAGDC,Energy production and conversion
b3740,3923056,3923680,-,rsmG,624,asnC-mioC-mnmG-rsmG,Cell wall/membrane/envelope biogenesis
b3741,3923743,3925633,-,mnmG,1890,asnC-mioC-mnmG-rsmG,"Cell cycle control, cell division, chromosome partitioning"
b3742,3926011,3926455,-,mioC,444,asnC-mioC-mnmG-rsmG,Energy production and conversion
b3743,3926544,3927003,-,asnC,459,asnC-mioC-mnmG-rsmG,Transcription
